sn	experiment	a11	a12	a13	a21	a22	a23	a31	a32	a33	a41	a42	a43	r11	r12	r13	r21	r22	r23	r31	r32	r33	r41	r42	r43	drecall11	drecall12	drecall13	drecall21	drecall22	drecall23	drecall31	drecall32	drecall33	drecall41	drecall42	drecall43	drecallDblExp11	drecallDblExp12	drecallDblExp13	drecallDblExp21	drecallDblExp22	drecallDblExp23	drecallDblExp31	drecallDblExp32	drecallDblExp33	drecallDblExp41	drecallDblExp42	drecallDblExp43	drecog11	drecog12	drecog13	drecog21	drecog22	drecog23	drecog31	drecog32	drecog33	drecog41	drecog42	drecog43	oriented_RED	unoriented_BLACK	delRec_Oriented	delRec_unoriented	delRec_unoriented_noCntrl
109	2	0.8	0.68	0.89	0.8	0.68	0.89	0.69	0.7	0.89	0.5	0.57	0.79	489	559	537	611	501	525	604	487	500	592	519	528	0.03	0	0.03	0	0	0.03	0	0	0	0.03	0	0.02	0.066666667	0.052631579	0	0	0.105263158	0	0	0	0.055555556	0.045454545	0	0	0.33	0.63	0.58	0.4	0.42	0.53	0.5	0.5	0.56	0.5	0.64	0.47	0.01	0.012222222	0.436666667	0.527777778	0.523333333
110	2	0.84	0.94	0.95	0.84	0.94	0.95	0.9	0.88	0.9	0.82	0.93	0.95	786	698	596	744	788	565	786	662	707	688	647	653	0	0	0	0	0	0	0.02	0	0	0.07	0	0.03	0	0	0	0	0	0.095238095	0	0	0	0	0	0.047619048	0.58	0.65	0.63	0.5	0.71	0.71	0.55	0.33	0.5	0.59	0.47	0.62	0	0.013333333	0.596666667	0.561111111	0.561666667
111	2	0.9	0.95	1	0.9	0.95	1	0.72	0.94	1	1	0.93	1	814	900	801	806	775	646	851	858	624	841	776	678	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0.071428571	0	0.045454545	0.045454545	0	0.055555556	0.058823529	0	0	0	0.55	0.79	0.57	0.67	0.59	0.73	0.56	0.78	0.59	0.8	0.71	0.7	0	0.01	0.576666667	0.701111111	0.683333333
113	2	0.77	0.84	0.64	0.77	0.84	0.64	0.75	0.64	0.8	0.73	0.5	0.67	435	432	407	419	433	390	464	427	396	488	452	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045454545	0	0	0	0	0	0	0	0	0.055555556	0.31	0.37	0.5	0.33	0.46	0.42	0.45	0.43	0.65	0.5	0.36	0.28	0	0	0.473333333	0.404444444	0.416666667
114	2	0.88	0.79	0.94	0.88	0.79	0.94	0.74	0.71	0.94	0.88	0.76	0.92	554	607	500	570	546	461	574	468	438	577	566	438	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0.25	0	0.052631579	0.058823529	0	0	0	0	0.71	0.5	0.47	0.67	0.81	0.61	0.89	0.53	0.67	0.69	0.8	0.75	0.01	0	0.73	0.656666667	0.611666667
115	2	0.57	0.58	0.57	0.57	0.58	0.57	0.74	0.38	0.86	0.71	0.8	0.71	765	864	886	818	765	749	931	939	603	950	765	790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052631579	0.047619048	0	0	0	0	0.5	0.63	0.24	0.53	0.36	0.41	0.47	0.57	0.5	0.29	0.4	0.21	0	0	0.453333333	0.416666667	0.475
116	2	0.95	0.93	0.89	0.95	0.93	0.89	1	0.88	0.95	0.81	1	0.95	569	599	576	581	570	513	617	547	487	516	544	552	0.04	0	0.02	0	0	0	0	0.02	0	0	0	0	0.047619048	0.071428571	0	0	0.05	0	0	0.058823529	0.047619048	0.0625	0	0.052631579	0.67	0.57	0.67	0.68	0.7	0.53	0.69	0.88	0.71	0.63	0.9	0.89	0.013333333	0.004444444	0.693333333	0.715555556	0.67
117	2	0.71	0.84	0.86	0.71	0.84	0.86	0.89	0.95	0.94	0.86	0.67	1	590	535	538	608	446	494	621	494	479	622	561	522	0	0	0.04	0	0	0	0	0	0	0	0	0	0.071428571	0.105263158	0.047619048	0.055555556	0	0.0625	0.111111111	0	0	0.095238095	0	0	0.64	0.68	0.76	0.56	0.63	0.38	0.5	0.79	0.56	0.52	0.53	0.56	0	0.004444444	0.61	0.586666667	0.611666667
118	2	0.8	0.53	0.95	0.8	0.53	0.95	0.44	0.79	0.96	0.68	0.47	0.93	832	841	596	956	689	510	861	915	505	855	1047	562	0	0	0.03	0	0	0	0	0	0	0	0.02	0	0	0	0	0.052631579	0	0	0	0.071428571	0	0.090909091	0	0	0.47	0.47	0.55	0.47	0.64	0.7	0.5	0.43	0.48	0.23	0.59	0.64	0	0.005555556	0.53	0.508888889	0.52
119	2	1	0.94	0.94	1	0.94	0.94	0.95	1	0.87	0.94	0.89	0.95	721	693	709	768	589	647	772	685	560	726	602	661	0	0	0	0	0	0.03	0.03	0	0.03	0.03	0	0	0	0	0	0	0	0	0	0	0.066666667	0	0.055555556	0	0.88	0.78	0.78	0.72	0.76	0.84	0.79	0.68	0.8	0.61	0.78	0.6	0.01	0.01	0.813333333	0.731111111	0.765
120	2	1	1	1	1	1	1	1	0.9	0.92	0.94	0.96	1	687	682	578	782	692	554	710	694	570	687	680	614	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0.0625	0	0	0	0.052631579	0	0	0	0	0	0.39	0.47	0.69	0.5	0.35	0.35	0.58	0.8	0.6	0.59	0.74	0.43	0	0.003333333	0.446666667	0.572222222	0.565
121	2	0.86	0.95	0.93	0.86	0.95	0.93	0.93	0.85	0.84	0.8	0.89	0.9	694	701	613	685	653	641	770	612	611	744	632	647	0	0.02	0	0	0.03	0	0	0.03	0	0.03	0	0	0	0	0.071428571	0	0	0	0	0	0	0	0.052631579	0	0.52	0.53	0.79	0.45	0.38	0.32	0.33	0.5	0.47	0.67	0.47	0.35	0.01	0.008888889	0.456666667	0.49	0.486666667
122	2	0.94	0.74	0.67	0.94	0.74	0.67	0.89	0.72	0.56	0.95	0.83	0.88	413	624	517	498	471	455	536	537	528	451	517	461	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0.0625	0	0	0	0.78	0.74	0.61	0.56	0.82	0.71	0.72	0.72	0.44	0.74	0.33	0.56	0	0.006666667	0.68	0.632222222	0.676666667
123	2	0.74	0.94	0.88	0.74	0.94	0.88	0.64	0.88	0.94	0.87	0.73	1	684	695	586	744	666	572	765	639	578	729	603	604	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0.058823529	0	0	0.04	0.066666667	0	0.0625	0	0	0	0	0.74	0.41	0.35	0.4	0.68	0.6	0.5	0.5	0.53	0.53	0.6	0.48	0	0.003333333	0.65	0.485555556	0.46
124	2	0.94	1	1	0.94	1	1	1	1	1	1	1	1	883	896	786	871	892	744	922	777	642	878	891	726	0	0	0	0	0.03	0	0	0	0.02	0	0	0	0	0	0.047619048	0.045454545	0	0	0	0	0	0	0.2	0	0.76	0.81	0.81	0.82	0.8	0.67	0.88	0.86	0.87	0.73	0.7	0.83	0.016666667	0	0.81	0.79	0.808333333
125	2	0.93	0.95	0.83	0.93	0.95	0.83	0.74	0.81	0.95	0.86	0.93	0.95	805	790	658	755	628	629	803	663	646	774	620	622	0.07	0	0.04	0.03	0	0	0.05	0	0.03	0.03	0	0.05	0	0	0	0	0.157894737	0.055555556	0	0	0.157894737	0.095238095	0.142857143	0.105263158	0.5	0.27	0.44	0.41	0.37	0.39	0.63	0.44	0.58	0.62	0.57	0.26	0.033333333	0.022222222	0.483333333	0.447777778	0.43
126	2	0.94	0.78	0.9	0.94	0.78	0.9	0.91	0.87	0.94	0.89	0.89	1	700	782	642	584	566	495	738	553	506	729	618	488	0	0	0	0.02	0	0.02	0	0.02	0.02	0	0.03	0	0	0	0.05	0.066666667	0	0.117647059	0.045454545	0	0	0.055555556	0.105263158	0	0.53	0.61	0.65	0.6	0.41	0.65	0.82	0.8	0.88	0.67	0.47	0.69	0.006666667	0.01	0.606666667	0.662222222	0.688333333
127	2	0.94	0.88	0.9	0.94	0.88	0.9	0.94	0.95	1	0.94	0.95	1	735	797	732	687	582	617	711	585	670	710	665	660	0	0	0	0	0.02	0	0.03	0.07	0	0	0	0	0.117647059	0	0	0	0	0	0.055555556	0.142857143	0	0.058823529	0.047619048	0	0.65	0.71	0.55	0.6	0.62	0.62	0.78	0.62	0.73	0.71	0.71	0.44	0.006666667	0.011111111	0.666666667	0.637777778	0.646666667
128	2	0.75	0.93	0.63	0.75	0.93	0.63	0.61	0.85	0.94	1	0.75	0.89	704	666	682	667	614	564	615	616	634	880	683	568	0	0	0.04	0	0	0	0	0.06	0.03	0.03	0	0	0	0	0.105263158	0	0.055555556	0	0	0	0	0	0.05	0	0.5	0.71	0.79	0.59	0.72	0.68	0.72	0.5	0.38	0.59	0.45	0.39	0.01	0.014444444	0.533333333	0.602222222	0.665
129	2	0.85	0.71	0.95	0.85	0.71	0.95	0.64	0.74	0.86	0.77	0.65	0.92	541	608	537	541	442	431	529	522	435	538	511	422	0	0	0	0	0	0	0.02	0	0	0	0	0	0.05	0	0.052631579	0.083333333	0	0	0	0	0	0.038461538	0	0	0.45	0.21	0.58	0.58	0.48	0.48	0.43	0.53	0.52	0.65	0.29	0.5	0	0.002222222	0.483333333	0.472222222	0.468333333
130	2	0.81	0.94	0.78	0.81	0.94	0.78	0.83	0.91	1	0.76	0.76	1	855	829	764	865	682	671	838	687	572	983	821	620	0	0.02	0	0	0	0	0	0	0	0	0	0	0.047619048	0	0	0	0	0	0	0	0.052631579	0.058823529	0.047619048	0.133333333	0.48	0.59	0.5	0.67	0.69	0.6	0.58	0.55	0.32	0.53	0.76	0.6	0	0.002222222	0.496666667	0.597777778	0.581666667
131	2	1	0.89	1	1	0.89	1	1	1	1	0.89	1	0.95	631	664	592	671	692	645	730	595	578	624	628	614	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0.055555556	0.071428571	0.047619048	0	0	0	0	0.6	0.44	0.59	0.65	0.75	0.56	0.57	0.67	0.58	0.44	0.69	0.74	0	0.004444444	0.643333333	0.594444444	0.58
132	2	0.79	0.83	0.83	0.79	0.83	0.83	0.79	0.75	0.88	0.93	0.82	1	560	532	452	554	522	422	579	530	412	517	547	437	0	0	0	0	0	0	0	0	0	0	0	0	0	0.055555556	0.043478261	0	0	0	0	0	0	0.066666667	0	0.0625	0.64	0.56	0.61	0.55	0.42	0.53	0.37	0.4	0.56	0.67	0.45	0.38	0	0	0.54	0.502222222	0.503333333
133	2	0.67	0.91	0.9	0.67	0.91	0.9	0.72	0.92	0.78	0.55	0.83	1	891	1072	882	1202	937	752	1033	817	722	1015	854	646	0	0	0	0	0.03	0	0	0	0.02	0	0	0	0	0.045454545	0	0	0	0	0	0	0	0.05	0.055555556	0.066666667	0.33	0.45	0.38	0.73	0.62	0.53	0.44	0.58	0.39	0.55	0.78	0.47	0.016666667	0	0.446666667	0.545555556	0.518333333
134	2	0.79	0.76	1	0.79	0.76	1	0.84	0.83	0.94	0.83	1	0.95	754	592	582	718	588	536	725	588	508	766	692	520	0	0.12	0.06	0	0	0.02	0	0	0.03	0.05	0.03	0	0	0	0.052631579	0	0.047619048	0.166666667	0	0.166666667	0.0625	0	0	0.05	0.57	0.76	0.63	0.5	0.43	0.67	0.58	0.67	0.69	0.52	1	0.7	0.01	0.031111111	0.563333333	0.67	0.635
135	2	0.85	0.87	0.79	0.85	0.87	0.79	1	0.9	1	1	0.86	0.93	641	743	613	609	546	563	639	551	533	668	597	521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.047619048	0	0.65	0.47	0.42	0.63	0.31	0.55	0.82	0.62	0.88	0.63	0.71	0.64	0	0	0.613333333	0.61	0.585
136	2	0.95	0.65	0.73	0.95	0.65	0.73	0.8	0.77	0.92	0.95	0.93	1	611	582	588	537	597	531	619	644	470	606	525	545	0	0	0	0	0	0.03	0.04	0	0	0.03	0.02	0	0	0	0	0.0625	0.1	0.058823529	0.066666667	0	0.04	0.090909091	0	0	0.68	0.69	0.73	0.69	0.6	0.76	0.6	0.46	0.64	0.64	0.71	0.67	0	0.013333333	0.64	0.661111111	0.655
137	2	1	0.94	0.9	1	0.94	0.9	0.86	0.82	0.94	0.88	0.96	1	608	694	555	620	600	499	582	596	520	646	591	525	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0.166666667	0.086956522	0.047619048	0	0.0625	0	0.038461538	0	0.67	0.65	0.8	0.55	0.58	0.65	0.76	0.65	0.81	0.75	0.62	0.85	0	0.003333333	0.686666667	0.697777778	0.676666667
138	2	0.83	0.88	0.86	0.83	0.88	0.86	0.88	0.79	0.96	0.91	0.78	1	473	568	511	507	475	453	499	530	450	504	503	442	0.03	0	0.02	0	0.02	0	0	0.02	0	0.03	0	0	0.083333333	0	0.071428571	0.047619048	0.105263158	0.066666667	0	0	0.043478261	0	0	0	0.67	0.65	0.71	0.86	0.68	0.53	0.75	0.36	0.83	0.64	0.65	0.53	0.016666667	0.007777778	0.726666667	0.631111111	0.643333333
139	2	1	0.85	0.86	1	0.85	0.86	0.68	0.79	0.95	0.83	0.92	0.94	725	710	570	728	687	656	704	643	516	661	679	541	0.04	0	0.02	0.05	0.03	0	0.04	0	0	0	0	0	0	0	0	0.0625	0	0	0	0.071428571	0	0.041666667	0	0	0.69	0.69	0.64	0.75	0.65	0.65	0.53	0.57	0.6	0.67	0.75	0.56	0.023333333	0.012222222	0.646666667	0.645555556	0.638333333
140	2	0.6	0.83	0.88	0.6	0.83	0.88	0.81	0.85	0.86	0.65	0.65	1	665	699	700	625	573	468	644	568	479	589	617	448	0	0	0	0	0	0	0	0	0	0	0	0	0.066666667	0	0	0	0	0	0.047619048	0	0	0	0	0	0.73	0.61	0.44	0.59	0.61	0.56	0.71	0.69	0.52	0.4	0.47	0.35	0	0	0.62	0.535555556	0.6
163	2	0.92	0.94	0.95	0.92	0.94	0.95	0.89	0.86	0.94	0.74	0.88	0.93	705	743	707	704	792	703	805	715	615	691	703	628	0	0	0	0.03	0.03	0	0	0	0	0.03	0.03	0.06	0	0.055555556	0.045454545	0	0	0.052631579	0	0.045454545	0	0.086956522	0	0	0.67	0.61	0.36	0.37	0.56	0.47	0.5	0.59	0.31	0.57	0.5	0.33	0.01	0.016666667	0.513333333	0.477777778	0.483333333
164	2	1	1	1	1	1	1	0.95	0.89	0.93	0.95	0.95	1	565	621	580	594	723	566	554	559	523	711	655	535	0	0	0	0	0	0	0	0	0	0	0	0.02	0.055555556	0	0	0	0	0	0	0	0	0.1	0	0	0.5	0.45	0.68	0.81	0.74	0.58	0.47	0.58	0.5	0.75	0.64	0.71	0	0.002222222	0.58	0.63	0.595
165	2	1	1	1	1	1	1	0.9	0.94	1	0.88	0.95	0.94	684	612	645	613	591	506	567	638	473	684	600	528	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.105263158	0.052631579	0.0625	0.05	0.058823529	0	0.058823529	0	0	0.56	0.71	0.67	0.58	0.63	0.63	0.7	0.59	0.76	0.41	0.65	0.59	0	0.003333333	0.65	0.614444444	0.646666667
166	2	0.86	0.96	0.82	0.86	0.96	0.82	0.96	0.92	1	0.78	0.85	0.93	638	628	549	656	571	472	640	508	415	634	550	449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0625	0	0	0	0	0	0	0	0.133333333	0.64	0.61	0.53	0.63	0.56	0.43	0.5	0.54	0.65	0.56	0.6	0.6	0	0	0.616666667	0.555555556	0.54
167	2	0.75	0.71	0.7	0.75	0.71	0.7	0.73	0.75	0.86	0.67	0.74	0.82	522	609	559	681	521	469	605	573	487	556	554	579	0	0	0	0	0.04	0	0.02	0	0.03	0	0	0	0	0	0.043478261	0	0.0625	0	0	0	0.071428571	0.066666667	0	0.090909091	0.63	0.5	0.52	0.44	0.56	0.54	0.27	0.5	0.43	0.6	0.53	0.32	0.023333333	0.002222222	0.54	0.468888889	0.461666667
168	2	0.9	0.75	0.79	0.9	0.75	0.79	0.83	0.61	0.83	0.86	0.84	0.82	748	838	683	641	633	606	674	650	580	810	657	533	0	0	0	0.03	0.03	0	0	0	0	0	0	0	0	0	0	0.052631579	0	0	0	0	0.055555556	0	0	0.090909091	0.45	0.45	0.57	0.63	0.5	0.39	0.56	0.56	0.56	0.43	0.58	0.64	0.01	0.003333333	0.503333333	0.534444444	0.526666667
169	2	0.88	0.82	0.89	0.88	0.82	0.89	0.76	0.78	0.82	0.86	0.83	0.9	550	554	447	561	506	426	558	499	415	580	487	429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47	0.59	0.58	0.77	0.58	0.62	0.57	0.52	0.64	0.64	0.67	0.48	0	0	0.563333333	0.604444444	0.608333333
170	2	1	0.85	0.86	1	0.85	0.86	0.89	0.83	0.94	0.85	0.79	0.93	537	582	565	488	498	444	545	507	449	535	489	466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.047619048	0	0	0	0	0	0	0	0	0.38	0.7	0.52	0.57	0.75	0.47	0.67	0.5	0.67	0.65	0.68	0.33	0	0	0.6	0.565555556	0.571666667
171	2	0.95	1	0.87	0.95	1	0.87	0.72	0.96	1	0.94	0.81	0.95	734	723	497	726	635	489	857	611	529	727	585	564	0	0	0	0	0	0	0	0	0	0	0.05	0	0.052631579	0	0.130434783	0	0	0	0	0.043478261	0	0	0	0	0.95	0.5	0.78	0.75	0.55	0.79	0.61	0.61	0.62	0.56	0.81	0.64	0	0.005555556	0.706666667	0.672222222	0.673333333
172	2	1	0.95	0.9	1	0.95	0.9	0.94	0.88	0.9	0.86	0.76	1	522	520	533	558	483	438	544	501	461	468	546	464	0	0.02	0	0	0.02	0	0	0.05	0.03	0	0.03	0	0	0.1	0.095238095	0	0	0	0.055555556	0.125	0	0.071428571	0.047619048	0.055555556	0.43	0.7	0.33	0.64	0.53	0.77	0.61	0.5	0.62	0.43	0.57	0.67	0.016666667	0.011111111	0.526666667	0.58	0.591666667
173	2	0.68	0.73	0.92	0.68	0.73	0.92	0.6	0.83	1	0.74	0.67	0.89	832	719	701	839	689	591	961	624	574	848	685	632	0	0	0	0	0	0	0	0.03	0	0.03	0	0	0	0.045454545	0	0	0	0	0.05	0	0	0.105263158	0.066666667	0	0.79	0.36	0.62	0.5	0.35	0.67	0.75	0.58	0.45	0.53	0.53	0.53	0	0.006666667	0.53	0.563333333	0.58
174	2	0.83	0.89	0.87	0.83	0.89	0.87	0.77	0.64	0.95	0.75	0.75	0.94	752	825	630	791	708	603	846	614	567	761	748	532	0	0	0	0	0	0	0.04	0	0	0	0	0	0.043478261	0	0	0	0	0	0	0	0.052631579	0	0	0	0.48	0.44	0.47	0.64	0.53	0.64	0.5	0.71	0.58	0.67	0.67	0.63	0	0.004444444	0.53	0.596666667	0.566666667
175	2	0.93	0.79	0.95	0.93	0.79	0.95	0.89	0.87	0.95	0.68	1	0.88	829	991	801	935	682	821	790	721	612	886	736	576	0.02	0	0	0	0.02	0	0	0	0	0	0	0	0	0.105263158	0.047619048	0	0.142857143	0	0.055555556	0	0	0	0.055555556	0	0.36	0.42	0.43	0.48	0.71	0.46	0.56	0.47	0.52	0.42	0.44	0.38	0.013333333	0	0.53	0.451111111	0.47
176	2	0.58	0.79	1	0.58	0.79	1	0.94	0.94	1	0.84	0.74	1	571	584	468	570	536	426	553	501	436	551	519	465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.058823529	0	0.052631579	0	0	0.63	0.71	0.75	0.53	0.78	0.5	0.41	0.82	0.45	0.47	0.65	0.42	0	0	0.62	0.584444444	0.62
177	2	0.84	0.72	0.71	0.84	0.72	0.71	0.71	0.71	0.53	0.5	0.5	0.89	733	677	534	644	548	518	713	597	616	698	752	576	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045454545	0	0	0	0	0	0	0.58	0.78	0.53	0.47	0.71	0.5	0.29	0.43	0.33	0.61	0.39	0.61	0	0.003333333	0.54	0.512222222	0.5
178	2	0.39	0.45	0.65	0.39	0.45	0.65	0.56	0.59	0.89	0.81	0.6	0.71	575	581	486	600	612	529	615	630	584	586	524	615	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0.0625	0	0	0.5	0.65	0.47	0.55	0.78	0.46	0.56	0.41	0.28	0.44	0.53	0.42	0	0.003333333	0.52	0.498888889	0.516666667
179	2	0.9	0.9	1	0.9	0.9	1	0.91	0.75	1	0.88	0.85	0.96	717	792	597	750	687	586	834	725	571	843	667	594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038461538	0.45	0.4	0.36	0.64	0.42	0.53	0.48	0.56	0.5	0.5	0.38	0.54	0	0	0.456666667	0.487777778	0.495
180	2	0.82	0.91	0.94	0.82	0.91	0.94	0.89	0.88	1	0.87	0.88	0.9	627	596	551	509	627	507	536	514	501	564	513	548	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0.045454545	0.0625	0.052631579	0.058823529	0.111111111	0	0	0	0	0	0	0.59	0.59	0.69	0.68	0.59	0.67	0.68	0.44	0.55	0.73	0.41	0.55	0	0.002222222	0.576666667	0.604444444	0.625
181	2	0.91	0.75	0.92	0.91	0.75	0.92	0.87	0.83	1	0.85	0.56	0.92	618	688	488	775	587	436	723	676	475	657	623	472	0.03	0.02	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.055555556	0	0	0.055555556	0	0	0	0.041666667	0.57	0.55	0.67	0.48	0.56	0.25	0.67	0.5	0.45	0.54	0.44	0.63	0.01	0.005555556	0.526666667	0.525555556	0.52
182	2	0.83	0.75	0.95	0.83	0.75	0.95	0.88	0.79	1	1	0.9	0.81	484	521	491	454	477	440	475	480	426	533	467	405	0	0.02	0	0	0	0	0.04	0.03	0	0	0	0	0.043478261	0.166666667	0	0.05	0.066666667	0	0.058823529	0	0	0.083333333	0	0	0.57	0.75	0.74	0.5	0.67	0.74	0.47	0.46	0.77	0.67	0.52	0.76	0	0.01	0.67	0.623333333	0.61
183	2	0.62	0.72	1	0.62	0.72	1	0.88	0.68	0.92	0.64	0.71	0.96	444	445	450	465	444	390	471	432	358	455	441	423	0	0	0.03	0	0	0	0	0	0.03	0	0	0	0	0	0.071428571	0	0	0	0	0.04	0	0.071428571	0.071428571	0.038461538	0.52	0.78	0.79	0.63	0.6	0.65	0.65	0.68	0.54	0.57	0.71	0.65	0.01	0.003333333	0.553333333	0.678888889	0.696666667
184	2	0.55	0.56	0.75	0.55	0.56	0.75	0.75	0.76	0.87	0.93	0.74	0.82	509	564	482	539	483	467	558	524	462	569	499	460	0	0.03	0	0	0	0	0	0	0	0	0	0.03	0.1	0.055555556	0	0	0	0.052631579	0	0	0	0	0.052631579	0	0.35	0.56	0.44	0.59	0.5	0.47	0.55	0.47	0.6	0.53	0.42	0.5	0	0.006666667	0.483333333	0.503333333	0.513333333
185	2	0.64	0.71	0.78	0.64	0.71	0.78	0.62	0.5	0.81	0.65	0.57	0.92	875	987	952	848	909	748	1040	794	758	982	826	791	0.03	0.03	0	0	0	0	0	0	0	0.04	0	0	0.045454545	0.071428571	0	0	0.076923077	0	0	0	0	0	0	0	0.64	0.5	0.5	0.55	0.92	0.5	0.46	0.5	0.43	0.41	0.57	1	0.01	0.007777778	0.663333333	0.554444444	0.501666667
186	2	0.94	0.75	0.8	0.94	0.75	0.8	0.95	0.9	0.92	1	0.94	0.9	671	815	770	700	770	614	695	714	655	623	653	527	0	0	0	0	0	0	0	0	0	0.02	0.03	0.03	0	0.0625	0	0	0	0	0.045454545	0.05	0.166666667	0.066666667	0	0.047619048	0.76	0.56	0.7	0.88	0.74	0.79	0.68	0.75	0.75	0.67	0.61	0.71	0	0.008888889	0.75	0.705555556	0.726666667
187	2	0.84	0.69	0.79	0.84	0.69	0.79	0.72	0.56	0.83	0.64	0.77	0.74	632	755	634	702	572	645	666	487	541	661	612	524	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0.0625	0	0	0	0	0	0.055555556	0	0	0	0	0.68	0.44	0.47	0.69	0.48	0.38	0.44	0.67	0.5	0.55	0.54	0.42	0	0.002222222	0.553333333	0.511111111	0.515
188	2	0.8	0.76	0.71	0.8	0.76	0.71	0.69	0.61	0.82	0.74	0.67	0.8	1119	996	829	903	1015	752	978	1006	813	1156	896	915	0	0	0	0	0	0	0	0	0.04	0	0.03	0	0	0.058823529	0.058823529	0	0	0	0.076923077	0	0.090909091	0	0	0	0.55	0.53	0.65	0.4	0.88	0.53	0.62	0.56	0.64	0.47	0.57	0.53	0.013333333	0.003333333	0.69	0.54	0.548333333
222	2	0.92	0.76	1	0.92	0.76	1	0.88	0.92	1	0.86	1	0.87	665	648	664	710	646	631	761	542	675	631	636	547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041666667	0.071428571	0	0.058823529	0.041666667	0	0	0.045454545	0	0	0.46	0.65	0.54	0.71	0.65	0.76	0.58	0.77	0.53	0.5	0.65	0.53	0	0	0.546666667	0.632222222	0.668333333
223	2	0.89	0.77	0.91	0.89	0.77	0.91	0.81	0.81	0.94	0.68	0.76	0.94	771	726	700	629	643	618	712	641	607	682	696	585	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0.090909091	0	0.086956522	0.055555556	0	0	0	0.058823529	0	0.058823529	0.055555556	0.67	0.73	0.43	0.52	0.5	0.46	0.67	0.56	0.47	0.74	0.47	0.5	0.006666667	0	0.546666667	0.564444444	0.561666667
224	2	0.79	0.64	0.83	0.79	0.64	0.83	0.79	0.74	0.73	0.83	0.64	0.68	478	588	559	494	581	541	554	541	524	518	555	566	0	0	0	0	0	0	0	0	0	0.02	0	0	0.052631579	0	0.083333333	0	0.055555556	0	0	0	0	0	0	0	0.79	0.5	0.67	0.41	0.56	0.64	0.29	0.37	0.36	0.44	0.79	0.59	0	0.002222222	0.57	0.522222222	0.48
225	2	0.84	0.95	0.93	0.84	0.95	0.93	0.83	0.92	1	0.9	0.85	0.95	780	832	723	837	790	590	786	667	596	813	689	522	0.02	0	0.03	0	0	0	0	0	0.02	0	0	0	0.105263158	0	0	0	0	0.04	0	0	0.090909091	0	0.076923077	0	0.37	0.38	0.73	0.75	0.67	0.64	0.61	0.56	0.64	0.6	0.38	0.71	0.013333333	0.003333333	0.56	0.595555556	0.611666667
226	2	0.9	0.94	1	0.9	0.94	1	1	0.85	1	0.91	0.94	1	673	738	662	685	590	517	689	738	543	793	704	512	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0.0625	0.055555556	0.083333333	0.058823529	0	0.052631579	0	0	0	0	0	0.6	0.63	0.83	0.67	0.53	0.6	0.37	0.45	0.47	0.59	0.71	0.67	0.01	0	0.533333333	0.613333333	0.591666667
227	2	0.77	0.41	0.67	0.77	0.41	0.67	0.55	0.65	1	0.64	0.4	0.86	477	615	446	481	376	417	517	469	390	453	454	434	0	0.03	0	0.04	0	0.03	0.03	0	0.02	0	0	0	0	0	0	0.052631579	0	0.047619048	0	0	0	0	0.05	0	0.59	0.47	0.47	0.26	0.57	0.62	0.59	0.6	0.46	0.45	0.65	0.36	0.006666667	0.014444444	0.54	0.496666667	0.501666667
228	2	1	0.86	1	1	0.86	1	0.93	1	1	0.9	0.88	1	721	689	644	747	669	526	712	661	617	697	594	585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.055555556	0	0	0	0.066666667	0	0	0	0	0	0.68	0.71	0.78	0.73	0.73	0.63	0.4	0.57	0.68	0.85	0.81	0.61	0	0	0.696666667	0.676666667	0.636666667
